=== LIB SWEEP (--skip reconstruct::) ===
    Finished `test` profile [unoptimized + debuginfo] target(s) in 0.95s
     Running unittests src/lib.rs (/data0/axeyum/dt-field-expansion-target-check/debug/deps/axeyum_solver-acf47eaa496561d6)
test lra_online::tests::probe_mode_counts_without_propagating ... ok
test lra_online::tests::push_assert_pop_restores_feasibility ... ok
test lra::warm::tests::warm_verdicts_agree_with_the_cold_offline_decider ... ok
test lra_online::tests::every_offered_implied_bound_explanation_is_a_valid_implication ... ok
test lra::warm::tests::warm_verdicts_survive_arbitrary_retraction_sequences ... ok
test lra_online::tests::strict_boundary_through_the_theory_never_refutes_a_satisfiable_set ... ok
test lra_online::tests::strictness_at_the_boundary_entails_one_way_only ... ok
test lra_online::tests::the_fourier_motzkin_fallback_declines_on_bytes_instead_of_allocating ... ok
test lra_online::tests::the_implied_bound_lever_is_off_by_default_and_the_pass_is_absent ... ok
test lra_online::tests::the_pass_never_offers_an_atom_the_search_has_already_assigned ... ok
test lra_online::tests::the_scan_filter_offers_exactly_what_a_full_scan_would ... ok
test lra_online::tests::the_tableau_cap_and_the_construction_budget_stay_commensurable ... ok
test lra_online::tests::the_tableau_reserve_is_stable_and_defaults_to_dense ... ok
test lra_online::tests::restarts_are_deterministic ... ok
test lra_online::tests::vsids_bumps_conflict_vars_and_reorders_decisions ... ok
test lra_route::tests::the_configured_policy_is_stable_within_a_process ... ok
test lra_route::tests::the_legacy_arm_differs_in_every_field ... ok
test lra_route::tests::the_threshold_gates_at_the_bottom_of_the_measured_range ... ok
test lra_online::tests::tseitin_encoder_survives_a_deep_boolean_spine ... ok
test config_registry::tests::every_entry_names_a_live_constant ... ok
test lra_theory::tests::cdclt_driver_counts_forwarded_lra_propagation ... ok
test lra_theory::tests::deadline_yields_unknown ... ok
test lra_theory::tests::a_wide_shallow_atom_set_is_admitted_where_the_count_cap_refused_it ... ok
test lra_theory::tests::disjunctive_refutation_via_cdclt ... ok
test lra_theory::tests::decides_sat_and_replays_via_cdclt ... ok
test lra_theory::tests::terminates_within_a_tight_step_budget ... ok
test lra_theory::tests::strict_bounds_unsat_via_cdclt ... ok
test lra_theory::tests::the_atom_screen_lever_defaults_to_one_and_multiplies_the_allowance ... ok
test lra_theory::tests::wrapper_conflict_core_carries_the_trigger ... ok
test lra_theory::tests::theory_layer_stats_are_populated_on_a_theory_conflict ... ok
test lra_theory::tests::wrapper_does_not_duplicate_a_kept_trigger ... ok
test lra_theory::tests::wrapper_forwards_lra_theory_propagation ... ok
test mbqi_model_finder::tests::neighbor_generation_is_overflow_safe ... ok
test mbqi_model_finder::tests::function_and_cartesian_caps_decline ... ok
test mbqi_model_finder::tests::profile_completion_applies_exact_constant_definition_and_clears_entries ... ok
test mbqi_model_finder::tests::oversized_value_pool_declines ... ok
test mbqi_model_finder::tests::profile_completion_declines_non_int_and_multiple_binder_profiles ... ok
test mbqi_model_finder::tests::profile_completion_does_not_treat_binder_dependent_equality_as_definition ... ok
test mbqi_model_finder::tests::repairs_uninterpreted_result_default_from_ground_carrier_values ... ok
test mbqi_model_finder::tests::source_guided_int_values_include_ground_terms_but_not_binder_terms ... ok
test mbqi_model_finder::tests::source_guided_repair_declines_over_cartesian_cap ... ok
test mbqi_model_finder::tests::unsupported_result_sort_declines ... ok
test mbqi_model_finder::tests::source_guided_repair_preserves_entries_and_honors_deadline ... ok
test lia_online::tests::integer_tseitin_encoder_survives_a_deep_boolean_spine ... ok
test memory_budget::tests::a_budget_below_the_live_resident_set_fires ... ok
test memory_budget::tests::an_absurd_limit_saturates_rather_than_wrapping ... ok
test memory_budget::tests::megabytes_convert_to_a_clause_ceiling ... ok
test memory_budget::tests::no_limit_is_no_budget ... ok
test memory_budget::tests::vm_rss_is_parsed_from_the_status_body ... ok
test memory_budget::tests::a_check_probes_only_at_phase_boundaries ... ok
test memory_budget::watchdog_tests::no_limit_installs_no_watchdog ... ok
test memory_budget::watchdog_tests::the_peak_resident_instrument_reads_a_real_high_water_mark ... ok
test memory_budget::watchdog_tests::the_watchdog_samples_and_trips_on_an_over_limit_reading ... ok
test model::sound2_narrowing_tests::carry_assignment_components_carries_function_interpretations ... ok
test model::sound2_narrowing_tests::carry_assignment_components_carries_the_real_div_zero_witness ... ok
test model::sound2_narrowing_tests::carry_assignment_components_of_an_empty_assignment_adds_nothing ... ok
test model::sound2_narrowing_tests::retain_symbols_changes_the_symbol_entries_and_nothing_else ... ok
test model::sound2_narrowing_tests::the_fixture_populates_every_component_of_model ... ok
test model::tests::quantified_certificate_families_do_not_bloat_every_model ... ok
test native_cdclt::tests::a_native_refutation_carries_a_checkable_two_stream_artifact ... ok
test native_cdclt::tests::a_warm_adapter_maps_a_late_atom_onto_the_variable_the_core_appended_it_at ... ok
test native_cdclt::tests::an_exhausted_deadline_is_unknown_before_any_propagation ... ok
test native_cdclt::tests::an_unrecorded_refutation_publishes_no_artifact ... ok
test native_cdclt::tests::every_engine_counter_reaches_the_trace_line ... ok
test native_cdclt::tests::the_asserted_to_clause_translation_runs_in_the_right_direction ... ok
test native_cdclt::tests::the_channel_reset_scopes_the_count_to_one_dispatch ... ok
test memory_budget::watchdog_tests::a_nested_install_does_not_erase_the_outer_trip ... ok
test native_cdclt::tests::two_refutations_in_one_dispatch_publish_nothing ... ok
test nia_linearize::sound2_narrowing_site_tests::replay_sat_keeps_every_component_the_replay_saw ... ok
test nia_linearize::tests::a_malformed_policy_string_is_off_and_not_a_third_arm ... ok
test nia_linearize::tests::a_selected_arm_moves_the_slice_and_bounds_one_round_below_it ... ok
test nia_linearize::tests::crossing_a_relaxation_bound_is_recorded_with_its_numbers ... ok
test nia_linearize::tests::degenerate_zero_factor_products ... ok
test nia_linearize::tests::derived_product_bounds_contain_every_corner ... ok
test nia_linearize::tests::harvest_ignores_bounds_under_or_and_not ... ok
test nia_linearize::tests::mccormick_emits_only_the_rows_whose_endpoints_exist ... ok
test nia_linearize::tests::mccormick_rows_hold_at_every_faithful_point_of_the_box ... ok
test nia_linearize::tests::narrow_domain_product_system_is_refuted ... ok
test nia_linearize::tests::narrow_domain_product_system_stays_satisfiable ... ok
test nia_linearize::tests::small_domain_split_is_exact_including_the_pinned_zero_factor ... ok
test nia_linearize::tests::tangent_planes_are_valid_and_cut_the_point_they_are_built_at ... ok
test nia_linearize::tests::the_off_arm_reproduces_the_committed_slice_and_round_budget ... ok
test nia_square::tests::floor_ceil_div_signs ... ok
test nia_square::tests::horner_eval_matches_naive ... ok
test nia_square::tests::isqrt_perfect_and_nonperfect ... ok
test nia_square::tests::negative_discriminant_certificate_is_source_bound ... ok
test nia_square::tests::poly_mul_and_degree ... ok
test nia_square::tests::trim_drops_trailing_zeros ... ok
test nia_univariate_cert::tests::a_bracket_that_does_not_exclude_an_integer_square_root_is_rejected ... ok
test lra_theory::tests::a_construction_over_its_memory_budget_refuses_and_names_the_numbers ... ok
test nia_univariate_cert::tests::a_candidate_count_the_divisor_set_does_not_support_is_rejected ... ok
test nia_univariate_cert::tests::a_constant_term_of_the_right_magnitude_but_the_wrong_sign_is_rejected ... ok
test nia_univariate_cert::tests::a_constant_term_that_is_not_a0_is_rejected ... ok
test nia_univariate_cert::tests::a_denominator_that_is_not_twice_the_leading_coefficient_is_rejected ... ok
test nia_univariate_cert::tests::a_discriminant_that_is_not_b2_minus_4ac_is_rejected ... ok
test nia_univariate_cert::tests::a_quadratic_argument_over_a_satisfiable_cubic_is_rejected ... ok
test nia_univariate_cert::tests::a_reason_borrowed_from_the_wrong_degree_is_rejected ... ok
test nia_univariate_cert::tests::a_root_sqrt_that_does_not_square_to_the_discriminant_is_rejected ... ok
test nia_univariate_cert::tests::accepting_a_non_integral_claim_over_an_actual_root_is_rejected ... ok
test nia_univariate_cert::tests::integer_sqrt_floor_is_exact_across_the_boundaries ... ok
test nia_univariate_cert::tests::the_independent_scan_finds_a_root_the_producer_would_have_to_find ... ok
test nra_cell_cert::tests::a_cell_blamed_on_an_atom_that_is_satisfied_there_is_rejected ... ok
test nra_cell_cert::tests::a_sample_that_does_not_match_the_order_is_rejected ... ok
test nra_cell_cert::tests::a_short_cell_list_is_rejected ... ok
test nra_cell_cert::tests::a_squared_polynomial_has_one_distinct_root ... ok
test nra_cell_cert::tests::a_sub_sample_that_does_not_extend_the_parent_is_rejected ... ok
test nra_cell_cert::tests::an_atom_missing_from_the_boundary_is_rejected ... ok
test nra_cell_cert::tests::an_empty_refutation_is_rejected ... ok
test nra_cell_cert::tests::an_undecided_cell_is_rejected ... ok
test nra_cell_cert::tests::delineability_sampling_rejects_a_cell_whose_root_count_changes ... ok
test nra_cell_cert::tests::every_failure_variant_has_a_distinct_name ... ok
test nra_cell_cert::tests::isolation_finds_both_roots_of_x_squared_minus_two ... ok
test nra_cell_cert::tests::isolation_finds_the_rational_roots_of_x_squared_minus_one ... ok
test nra_cell_cert::tests::sign_at_an_irrational_root_is_exact ... ok
test nra_cell_cert::tests::the_one_variable_refutation_checks_out ... ok
test nra_cell_cert::tests::the_two_variable_refutation_checks_out_and_probes_delineability ... ok
test nra_even_power::tests::recognizes_even_power_sum_equals_negative ... ok
test nia_univariate_cert::tests::a_certificate_for_a_different_polynomial_with_the_same_reason_is_rejected ... ok
test nra_even_power::tests::recognizes_shifted_fourth_power_sum_plus_one ... ok
test nra_even_power::tests::recognizes_square_equals_negative ... ok
test nra_even_power::tests::recognizes_square_equals_negative_mirrored ... ok
test nra_even_power::tests::recognizes_square_equals_negative_via_int_coercion ... ok
test nra_even_power::tests::rejects_odd_power_equals_negative ... ok
test nra_even_power::tests::rejects_odd_power_negative ... ok
test nra_even_power::tests::rejects_pure_constant_equality ... ok
test nra_even_power::tests::rejects_square_equals_positive ... ok
test nra_fbbt::tests::a_bound_tighter_than_the_facts_entail_is_rejected ... ok
test nra_fbbt::tests::a_certificate_citing_a_fact_outside_the_pool_is_rejected ... ok
test nra_fbbt::tests::a_certificate_citing_one_fact_twice_is_rejected ... ok
test nra_fbbt::tests::a_combination_leaving_a_live_variable_is_rejected ... ok
test nra_fbbt::tests::a_derived_bound_is_never_stronger_than_a_direct_one ... ok
test nra_fbbt::tests::a_lower_bound_tighter_than_the_facts_entail_is_rejected ... ok
test nra_fbbt::tests::a_negative_multiplier_is_rejected ... ok
test nra_fbbt::tests::a_strict_bound_from_non_strict_facts_is_rejected ... ok
test nra_fbbt::tests::a_strict_fact_licenses_a_strict_bound ... ok
test nra_fbbt::tests::a_zero_multiplier_is_rejected ... ok
test nra_fbbt::tests::an_empty_certificate_is_rejected ... ok
test nra_fbbt::tests::an_unbounded_neighbour_yields_no_bound ... ok
test nra_fbbt::tests::the_off_arm_derives_nothing ... ok
test nra_fbbt::tests::the_only_verdict_this_route_can_produce_is_unsat ... ok
test nra_fbbt::tests::the_sqrt_1mcosq_linear_atoms_bound_sko_y_transitively ... ok
test nra_handelman_cert::tests::a_certificate_for_another_query_is_rejected ... ok
test nra_handelman_cert::tests::a_combination_that_is_not_a_constant_is_rejected ... ok
test nra_handelman_cert::tests::a_fabricated_case_atom_is_rejected ... ok
test nra_handelman_cert::tests::a_free_sign_multiplier_is_refused_on_a_non_equality ... ok
test nra_even_power::tests::recognizes_fourth_power_negative ... ok
test nra_handelman_cert::tests::a_negative_relaxation_is_rejected ... ok
test nra_handelman_cert::tests::a_hypothesis_the_query_does_not_assert_is_rejected ... ok
test nra_handelman_cert::tests::a_nonpositive_coefficient_is_rejected ... ok
test nra_handelman_cert::tests::a_nonstrict_combination_summing_to_zero_refutes_nothing ... ok
test nra_handelman_cert::tests::a_partially_covered_case_split_is_rejected ... ok
test nra_handelman_cert::tests::a_positive_residual_refutes_nothing ... ok
test nra_handelman_cert::tests::a_purely_linear_refutation_is_declined ... ok
test nra_handelman_cert::tests::a_zero_denominator_is_rejected_rather_than_panicking ... ok
test nra_handelman_cert::tests::an_equality_is_never_a_strictly_positive_factor ... ok
test nra_handelman_cert::tests::an_out_of_range_factor_index_is_rejected_rather_than_panicking ... ok
test nra_handelman_cert::tests::all_three_corpus_shapes_certify_and_survive_a_fresh_parse ... ok
test nra_handelman_cert::tests::only_the_disjunct_that_needs_it_carries_a_relaxation ... ok
test nra_handelman_cert::tests::rounding_to_a_grid_never_rounds_down_and_survives_a_10_pow_28_denominator ... ok
test nra_handelman_cert::tests::strict_factors_do_refute_what_nonstrict_ones_cannot ... ok
test nra_handelman_cert::tests::the_conjunctive_shapes_need_more_than_one_product ... ok
test nra_handelman_cert::tests::the_case_split_covers_every_disjunct_of_the_three_way_or ... ok
test nra_handelman_cert::tests::the_producer_declines_satisfiable_nonlinear_queries ... ok
test nra_handelman_cert::tests::the_residual_rule_is_the_only_place_strictness_is_decided ... ok
test nra_monomial_bound_cert::tests::a_bound_the_factors_do_not_multiply_to_is_rejected ... ok
test nra_monomial_bound_cert::tests::a_certificate_for_another_query_is_rejected ... ok
test nra_monomial_bound_cert::tests::a_disjunction_with_a_non_equality_arm_pins_nothing ... ok
test nra_monomial_bound_cert::tests::a_lower_bound_tighter_than_the_query_asserts_is_rejected ... ok
test nra_monomial_bound_cert::tests::a_negative_carried_lower_bound_is_rejected ... ok
test nra_monomial_bound_cert::tests::a_negative_lower_bound_is_declined ... ok
test nra_monomial_bound_cert::tests::a_non_strict_atom_needs_a_strictly_greater_bound ... ok
test nra_monomial_bound_cert::tests::a_refuted_constant_the_query_never_asserts_is_rejected ... ok
test nra_monomial_bound_cert::tests::all_three_corpus_shapes_certify_and_verify ... ok
test nra_monomial_bound_cert::tests::an_atom_kind_the_query_never_states_is_rejected ... ok
test nra_monomial_bound_cert::tests::an_odd_exponent_on_an_unbounded_variable_is_declined ... ok
test nra_monomial_bound_cert::tests::an_odd_unbounded_factor_forged_as_a_zero_bound_is_rejected ... ok
test nra_monomial_bound_cert::tests::an_unpinned_factor_forged_as_exact_is_rejected ... ok
test nra_monomial_bound_cert::tests::claiming_no_bound_for_an_odd_exponent_is_rejected ... ok
test nra_monomial_bound_cert::tests::exact_arithmetic_holds_for_repeated_and_fractional_bounds ... ok
test nra_monomial_bound_cert::tests::negative_bounds_forged_into_a_positive_product_are_rejected ... ok
test nra_monomial_bound_cert::tests::the_corpus_shapes_carry_the_atom_kind_they_refute ... ok
test nra_monomial_bound_cert::tests::the_producer_declines_the_non_strict_atom_it_cannot_close ... ok
test nra_monomial_bound_cert::tests::the_three_shapes_exercise_three_different_derivations ... ok
test nra_monomial_bound_cert::tests::the_unpinned_query_is_also_declined_by_the_producer ... ok
test nra_monomial_bound_cert::tests::two_negative_lower_bounds_must_not_multiply_into_a_positive_bound ... ok
test nra_product_cert::tests::a_certificate_for_another_query_is_rejected ... ok
test nra_product_cert::tests::a_factor_asserted_negative_cannot_be_used_as_a_lower_bound ... ok
test nra_product_cert::tests::a_malformed_wire_polynomial_is_rejected ... ok
test nra_product_cert::tests::a_product_that_is_not_the_refuted_polynomial_is_rejected ... ok
test nra_product_cert::tests::a_refutation_needing_more_than_one_product_is_declined ... ok
test nra_product_cert::tests::a_sign_the_query_does_not_assert_is_rejected ... ok
test nra_product_cert::tests::both_bare_product_corpus_shapes_certify_and_verify ... ok
test nra_product_cert::tests::nonstrict_factors_do_not_refute_a_nonstrict_product ... ok
test nra_product_cert::tests::polynomial_arithmetic_is_exact ... ok
test nra_handelman_cert::tests::the_first_disjunct_is_refuted_by_the_number_a_reader_can_check ... ok
test nra_product_cert::tests::strict_factors_do_refute_a_nonstrict_product ... ok
test nra_product_cert::tests::the_signs_are_recorded_not_assumed ... ok
test nra_real_root::real_algebra_parity::both_engines_agree_with_the_known_root_counts ... ok
test nra_real_root::real_algebra_parity::each_engines_roots_land_in_the_others_intervals ... ok
test nra_real_root::real_algebra_parity::the_cas_counter_agrees_over_a_bound_containing_every_root ... ok
test nra_real_root::tests::a_raised_cell_cap_never_turns_a_satisfiable_system_unsat ... ok
test nra_real_root::real_algebra_parity::nonzero_constants_are_answered_by_the_fallback_not_by_sturm ... ok
test lra_online::tests::reduce_db_fires_and_keeps_the_verdict ... ok
test nra_real_root::tests::coprime_split_breaks_shared_factor ... ok
test nra_real_root::tests::coprime_split_drops_constants_and_is_idempotent ... ok
test nra_real_root::tests::cube_no_real_root_is_impossible_but_even_powers_are ... ok
test nra_real_root::tests::eq_sqrt2_is_algebraic_sat ... ok
test nra_real_root::tests::every_arm_name_is_a_value_the_parser_accepts ... ok
test nra_real_root::tests::every_cad_decline_cause_has_its_own_name ... ok
test nra_real_root::tests::exact_divide_handles_constant_scalar_multiple ... ok
test nra_real_root::tests::exact_divide_recovers_monotone_product_cofactor ... ok
test nra_real_root::tests::exact_divide_rejects_non_factor ... ok
test nra_real_root::tests::grid_misses_two_close_roots_sturm_finds_them ... ok
test nra_real_root::tests::grlex_is_admissible_ranks_higher_degree_first ... ok
test nra_real_root::tests::gt_two_has_rational_witness ... ok
test nra_real_root::tests::isolate_cubic_one_real_root ... ok
test nra_real_root::tests::isolate_quartic_four_real_roots ... ok
test nra_real_root::tests::isolate_rational_roots ... ok
test nra_real_root::tests::isolate_sqrt2 ... ok
test nra_real_root::tests::ldlt_certificate_reconstructs_the_am_gm_form ... ok
test nra_real_root::tests::ldlt_rejects_a_tampered_certificate ... ok
test nra_real_root::tests::le_zero_sat_at_origin ... ok
test nra_real_root::tests::lt_zero_unsat_for_square_plus ... ok
test nra_real_root::tests::no_real_root ... ok
test nra_real_root::tests::nonstrict_nvar_rational_sections_keep_exact_witness ... ok
test nra_real_root::tests::nonstrict_nvar_zero_cell_is_required_for_sat ... ok
test nra_real_root::tests::note_is_the_identity_on_some ... ok
test nra_real_root::tests::property_isolated_algebraic_roots_are_exact_zeros ... ok
test nra_real_root::tests::psd_identity_is_psd ... ok
test nra_real_root::tests::psd_indefinite_is_not_psd ... ok
test nra_real_root::tests::psd_negative_diagonal_is_not_psd ... ok
test nra_real_root::tests::psd_rank_one_square_is_psd ... ok
test nra_real_root::tests::psd_three_var_am_gm_form_is_psd ... ok
test nra_real_root::tests::psd_zero_pivot_clean_is_psd ... ok
test nra_real_root::tests::psd_zero_pivot_with_offdiagonal_is_not_psd ... ok
test nra_real_root::tests::simple_mono_style_all_strict_three_var_decides_unsat ... ok
test nra_real_root::tests::sos_certificate_verify_rejects_tampered_factors ... ok
test nra_real_root::tests::strict_two_var_entry_poll_precedes_projection ... ok
test nra_real_root::tests::sturm_count_known_shapes ... ok
test nra_real_root::tests::sturm_distinct_count_nonsquarefree ... ok
test nra_real_root::tests::the_innermost_cad_decline_cause_wins ... ok
test nra_real_root::tests::the_single_cell_arm_differs_in_exactly_the_route ... ok
test nra_real_root::tests::the_wide_arm_only_raises_the_cap ... ok
test nra_real_root::tests::two_var_projection_roots_are_exact_and_ordered ... ok
test nra_single_cell::tests::a_boolean_query_is_refused_rather_than_mishandled ... ok
test nra_single_cell::tests::a_circle_and_a_far_line_are_refuted ... ok
test nra_single_cell::tests::a_coefficient_past_the_i128_clearing_refuses_by_declaration ... ok
test nra_single_cell::tests::a_declined_decision_records_no_certificate_check ... ok
test nra_single_cell::tests::a_degree_nine_atom_refuses_by_declaration ... ok
test nra_single_cell::tests::a_disjunction_is_refused_as_non_conjunctive ... ok
test nra_single_cell::tests::a_nullified_polynomial_declines_instead_of_projecting ... ok
test nra_single_cell::tests::a_nullified_projection_polynomial_declines_with_its_own_cause ... ok
test nra_single_cell::tests::a_one_variable_contradiction_is_refuted_and_the_certificate_is_checked ... ok
test nra_single_cell::tests::a_satisfiable_system_with_a_rational_model_is_solved_and_replayed ... ok
test nra_single_cell::tests::a_satisfiable_two_variable_system_is_not_refuted ... ok
test nra_single_cell::tests::a_system_needing_an_irrational_witness_declines_rather_than_guessing ... ok
test nra_single_cell::tests::an_empty_query_declines ... ok
test nra_single_cell::tests::an_unsat_that_the_checker_would_reject_is_never_emitted ... ok
test nra_single_cell::tests::more_than_four_variables_refuses_by_declaration ... ok
test nra_single_cell::tests::the_declared_bounds_are_what_the_code_enforces ... ok
test nra_single_cell::tests::the_route_is_deterministic_across_repeated_runs ... ok
test nra_single_cell::tests::the_sat_only_arm_keeps_the_sat_it_can_replay ... ok
test nra_single_cell::tests::withholding_removes_unsat_and_changes_nothing_else ... ok
test nra_zero_product_cert::tests::a_certificate_for_another_query_is_rejected ... ok
test nra_zero_product_cert::tests::a_containment_failure_the_query_genuinely_asserts_is_rejected ... ok
test nra_zero_product_cert::tests::a_containment_that_does_not_hold_is_rejected ... ok
test nra_zero_product_cert::tests::a_disjunct_that_zeroes_a_non_variable_is_declined ... ok
test nra_zero_product_cert::tests::a_nonzero_factor_list_the_query_does_not_assert_is_rejected ... ok
test nra_zero_product_cert::tests::a_partially_covered_case_split_is_declined ... ok
test nra_zero_product_cert::tests::a_zeroed_term_that_is_not_a_factor_is_declined ... ok
test nra_zero_product_cert::tests::an_empty_case_list_is_rejected ... ok
test native_cdclt::tests::the_two_engines_and_a_brute_force_agree_on_random_instances ... ok
test nra_zero_product_cert::tests::dropping_an_uncovered_arm_from_the_split_is_rejected ... ok
test nra_zero_product_cert::tests::both_corpus_shapes_produce_a_certificate_that_verifies ... ok
test nra_zero_product_cert::tests::the_disjunctive_form_records_every_arm ... ok
test nra_zero_product_cert::tests::multiplicity_is_respected_not_just_membership ... ok
test pbls::sound2_narrowing_site_tests::model_from_carries_the_assignments_other_components ... ok
test pbls::tests::local_integer_repairs_use_current_affine_values ... ok
test pbls::tests::local_search_finds_integer_model_from_constants ... ok
test pbls::tests::focused_or_tiebreak_solves_wide_branch_disjunction ... ok
test pbls::tests::local_search_scores_nested_boolean_structure ... ok
test phase_breadcrumb::tests::a_returned_phase_leaves_the_stack_but_keeps_its_count ... ok
test phase_breadcrumb::tests::an_empty_breadcrumb_says_so_rather_than_rendering_an_empty_stack ... ok
test phase_breadcrumb::tests::dropping_the_install_guard_restores_the_previous_breadcrumb ... ok
test phase_breadcrumb::tests::entering_without_an_install_is_a_no_op ... ok
test phase_breadcrumb::tests::the_innermost_frame_is_the_running_phase ... ok
test portfolio::tests::a_raced_group_returns_the_declared_order_winner_not_the_first_finisher ... ok
test portfolio::tests::a_single_arm_group_is_the_route_itself_at_every_worker_count ... ok
test phase_breadcrumb::tests::a_running_workers_phase_is_readable_from_another_thread ... ok
test portfolio::tests::an_arm_gets_a_deep_stack_not_the_platform_default ... ok
test portfolio::tests::each_arm_of_a_raced_group_gets_a_share_of_one_process_memory_limit ... ok
test portfolio::tests::one_worker_gives_each_arm_its_reserved_slice_with_carry_over ... ok
test portfolio::tests::one_worker_runs_the_arms_in_declared_order_and_stops_at_the_first_decision ... ok
test portfolio::tests::the_types_a_worker_moves_are_send ... ok
test portfolio::tests::two_arms_that_both_decide_yield_the_earlier_declared_one ... ok
test portfolio::tests::two_arms_that_disagree_are_a_hard_failure_not_a_choice ... ok
test proof::tests::a_valid_drat_does_not_rescue_a_forged_lrat ... ok
test proof::tests::a_zero_check_step_budget_yields_inconclusive_never_proved ... ok
test proof::tests::an_expired_check_deadline_yields_inconclusive_never_proved ... ok
test proof::tests::an_intact_lrat_does_not_rescue_a_gutted_drat ... ok
test proof::tests::check_budget_default_matches_the_unbounded_export ... ok
test proof::tests::checking_progress_sink_fires_and_does_not_change_the_outcome ... ok
test proof::tests::the_reference_route_still_reports_both_of_its_sub_stages ... ok
test proof::tests::unsat_proof_rechecks_and_detects_tampering ... ok
test qfbv_alethe::tests::compound_operand_emits_a_closing_proof ... ok
test qfbv_alethe::tests::deterministic_emission ... ok
test qfbv_alethe::tests::div_subterm_is_none ... ok
test qfbv_alethe::tests::empty_assertions_is_none ... ok
test qfbv_alethe::tests::ext_compare_bvugt_emits_a_closing_proof ... ok
test qfbv_alethe::tests::ext_compare_bvule_emits_a_closing_proof ... ok
test qfbv_alethe::tests::ext_compare_passthrough_matches_core ... ok
test qfbv_alethe::tests::ext_compare_sat_instance_is_none ... ok
test qfbv_alethe::tests::negated_equality_emits_a_closing_proof ... ok
test qfbv_alethe::tests::nested_compound_emits_a_closing_proof ... ok
test qfbv_alethe::tests::route1_still_rejects_bvsub ... ok
test qfbv_alethe::tests::route2_bvsub_emits_a_closing_proof ... ok
test qfbv_alethe::tests::route2_sat_instance_is_none ... ok
test qfbv_alethe::tests::route2_without_bvsub_matches_route1 ... ok
test qfbv_alethe::tests::sat_instance_is_none ... ok
test qfbv_alethe::tests::shift_subterm_is_none ... ok
test qfbv_alethe::tests::template_instance_emits_a_closing_proof ... ok
test qfbv_alethe::tests::unsupported_predicate_is_none ... ok
test qfuflia_alethe::tests::declines_pure_lia ... ok
test qfuflia_alethe::tests::declines_satisfiable_uflia ... ok
test qfuflia_alethe::tests::emits_checkable_two_arg_uflia_refutation ... ok
test qfuflia_alethe::tests::emits_checkable_uflia_refutation ... ok
test qfuflia_alethe::tests::emits_checkable_uflra_refutation ... ok
test qinst_egraph::tests::a_bad_ground_budget_override_degrades_to_the_shipped_arm ... ok
test qinst_egraph::tests::a_bad_relevance_override_degrades_to_the_shipped_arm ... ok
test qinst_egraph::tests::a_bad_skolem_prime_override_degrades_to_the_shipped_budget ... ok
test qinst_egraph::tests::a_non_application_trigger_is_refused ... ok
test qinst_egraph::tests::a_registered_universal_matches_but_produces_no_instance ... ok
test qinst_egraph::tests::a_trigger_naming_a_foreign_binder_is_refused ... ok
test qinst_egraph::tests::a_trigger_that_leaves_a_variable_unbound_is_refused ... ok
test qinst_egraph::tests::a_truncating_round_ceiling_declines_and_says_round_budget ... ok
test qinst_egraph::tests::a_universal_under_a_disjunction_is_registered_but_not_asserted ... ok
test qinst_egraph::tests::a_usable_user_trigger_survives_admission ... ok
test qinst_egraph::tests::add_and_merge_round_dirties_the_union_of_affected_roots ... ok
test nra_real_root::tests::collect_int_multi_conjuncts_survives_a_deep_and_spine ... ok
test qinst_egraph::tests::admission_keeps_the_usable_alternatives_and_drops_the_rest ... ok
test qinst_egraph::tests::affine_growth_instantiation_declines_near_misses ... ok
test qinst_egraph::tests::affine_growth_instantiation_refutes_repair_const_nterm ... ok
test qinst_egraph::tests::an_empty_egraph_reports_fixpoint_not_a_round_budget ... ok
test qinst_egraph::tests::boolean_units_value_the_atoms_the_equality_criterion_cannot ... ok
test qinst_egraph::tests::chained_integer_recurrence_reaches_its_ground_base ... ok
test portfolio::tests::a_stopped_arm_is_not_decisive_so_declared_order_and_the_gate_both_yield_to_the_race ... ok
test qinst_egraph::tests::add_only_candidate_queue_matches_full_rebuild_and_executes_one_root ... ok
test qinst_egraph::tests::clause_residual_width_counts_open_literals_and_finds_tautologies ... ok
test qinst_egraph::tests::closed_universal_with_no_trigger_is_refuted ... ok
test nra_real_root::tests::collect_int_multi_survives_a_deep_sum_spine ... ok
test qinst_egraph::tests::compiled_parent_paths_distinguish_argument_positions_after_shared_prefix ... ok
test qinst_egraph::tests::compiled_parent_paths_distinguish_declarations_and_terminate_on_cycles ... ok
test qinst_egraph::tests::conjunctive_nesting_is_extracted_into_independent_universals ... ok
test qinst_egraph::tests::detached_clause_certificate_replays_and_rejects_tampering ... ok
test qinst_egraph::tests::detached_clause_checker_accepts_reflexive_and_false_constant_siblings ... ok
test qinst_egraph::tests::detached_clause_reasons_cover_congruence_and_transported_disequality ... ok
test qinst_egraph::tests::discovery_never_refutes_a_satisfiable_query_through_a_lazily_found_universal ... ok
test qinst_egraph::tests::discovery_refuses_an_owner_outside_the_trusted_set ... ok
test qinst_egraph::tests::equal_top_applications_preserve_cached_distinct_bindings_without_rematch ... ok
test qinst_egraph::tests::euclidean_residue_instantiation_declines_non_partition_shapes ... ok
test qinst_egraph::tests::euclidean_residue_instantiation_refutes_clock_rows ... ok
test qinst_egraph::tests::eviction_drops_entailed_clauses_and_never_self_justified_equalities ... ok
